gene_name,name,pval,adj_pval,f_statistic,df1,df2,lfc,gene_name
GPR171,row_1738,0.0013020223478416094,0.05662520720613117,10.88914433487084,1,110.65603492860318,-2.648865710500391,GPR171
MAPKAPK2,row_2274,0.001320965299368801,0.05670776194838711,10.859735237963394,1,110.65603492860318,-2.5883176922735442,MAPKAPK2
PPM1M,row_4327,0.0013185570514134624,0.05670776194838711,10.86344990078966,1,110.65603492860318,1.567171154227424,PPM1M
PIP4K2A,row_1327,0.0013347812091462526,0.056822550294726874,10.83855829450353,1,110.65603492860318,-1.3048761849080168,PIP4K2A
CABIN1,row_827,0.0013455050419658937,0.056822550294726874,10.822275768720834,1,110.65603492860318,1.1810592692002013,CABIN1
CCR7,row_1485,0.001349258032246295,0.056822550294726874,10.816608944286152,1,110.65603492860318,4.461947184955494,CCR7
RPS15,row_208,0.0014983307211602027,0.06270372716100622,10.603736346916804,1,110.65603492860318,-0.3741500952839511,RPS15
USP20,row_462,0.0015088096380649514,0.06274762082302617,10.589602669502627,1,110.65603492860318,1.7630523680891124,USP20
RPS9,row_1670,0.0015481471618590836,0.06397321540996645,10.537432382816936,1,110.65603492860318,-0.4925664797752894,RPS9
SETDB1,row_818,0.0015575084004229884,0.06397321540996645,10.525218342275256,1,110.65603492860318,1.6093382043832993,SETDB1
RNPEPL1,row_2324,0.0015778189745318707,0.06440986169653416,10.498976063188426,1,110.65603492860318,1.3269778762867879,RNPEPL1
HSPA8,row_1108,0.0015959835854223719,0.06475411449634427,10.475799433619953,1,110.65603492860318,0.849516990572344,HSPA8
PSD4,row_3367,0.0016145431361721215,0.06511012138235937,10.452397741297062,1,110.65603492860318,1.2795250079172436,PSD4
ZFAND6,row_3218,0.001636494428408747,0.0655977947387458,10.425074363878055,1,110.65603492860318,-1.5042833473097907,ZFAND6
ATAD3B,row_2670,0.0016495919214660425,0.06572685416428171,10.408950744042567,1,110.65603492860318,-2.037419720556426,ATAD3B
AC025164.1,row_982,0.0016924095887591245,0.06703150835478104,10.357145482531893,1,110.65603492860318,1.0764860708466708,AC025164.1
MRPL33,row_1813,0.0017434588314810542,0.06864482286789902,10.297116698116904,1,110.65603492860318,-1.0416061685826654,MRPL33
TMEM71,row_988,0.0017727493114261608,0.06938749363664513,10.263486066516847,1,110.65603492860318,-1.3305720931708418,TMEM71
ST13,row_1587,0.0018172147702463684,0.06986948139518319,10.213510519797,1,110.65603492860318,-0.5884942626574745,ST13
PABPC4,row_1203,0.001827064887700913,0.06986948139518319,10.20261027948323,1,110.65603492860318,1.7161768790251943,PABPC4
KLRC3,row_116,0.0018215130269177617,0.06986948139518319,10.208746558688622,1,110.65603492860318,1.7261713784879626,KLRC3
AC093010.2,row_761,0.0017983423629954682,0.06986948139518319,10.234565992989083,1,110.65603492860318,1.8063061013919697,AC093010.2
AP4E1,row_2706,0.0018842757377038326,0.07129362939458952,10.140473364635364,1,110.65603492860318,2.035987782773568,AP4E1
ZFP36L2,row_062,0.0019247152985347113,0.07235624630762695,10.097713314580306,1,110.65603492860318,1.0601301038367288,ZFP36L2
RASAL3,row_204,0.0019505491497656328,0.07291547214910404,10.07087892384079,1,110.65603492860318,1.2996537344481618,RASAL3
