gene_name,name,pval,adj_pval,f_statistic,df1,df2,lfc,gene_name
ZC3HAV1,row_3925,2.3590987032873506e-08,2.986646126934392e-06,35.08222249164381,1,139.06994717412846,1.1526269766516442,ZC3HAV1
TP53BP2,row_2081,2.420689031394385e-08,2.986646126934392e-06,35.0193676220618,1,139.06994717412846,2.479490592435465,TP53BP2
VPS13A,row_433,2.5132410691032323e-08,3.0400361088819292e-06,34.9279060629369,1,139.06994717412846,1.6796625888878174,VPS13A
ATG2A,row_536,2.584117866512982e-08,3.065658292022805e-06,34.86014844189987,1,139.06994717412846,1.7020788202225479,ATG2A
ARGLU1,row_376,2.7203111138407454e-08,3.1535125348518304e-06,34.73509003785231,1,139.06994717412846,1.2545804074871711,ARGLU1
CREBZF,row_2609,2.760409740346877e-08,3.1535125348518304e-06,34.69947985343608,1,139.06994717412846,1.784499258070754,CREBZF
OTUD4,row_2486,2.926536232751771e-08,3.282509458153759e-06,34.557342609218274,1,139.06994717412846,2.188594433706949,OTUD4
FAM50A,row_585,2.985252805944616e-08,3.2885758142629172e-06,34.50905759104495,1,139.06994717412846,2.012487706131437,FAM50A
ZAP70,row_632,3.288242879380613e-08,3.558801811034913e-06,34.274303130843016,1,139.06994717412846,1.3011439669401494,ZAP70
GAK,row_2236,3.42379210037814e-08,3.6416161150401287e-06,34.176311524422665,1,139.06994717412846,1.7038562919341536,GAK
RPL34,row_4016,3.9686130058869886e-08,4.12639685936869e-06,33.81862902469613,1,139.06994717412846,-0.5800170409129878,RPL34
UBR4,row_662,4.0133540535276614e-08,4.12639685936869e-06,33.79150860933734,1,139.06994717412846,1.6757340593200296,UBR4
SLC2A3,row_088,4.160869158046259e-08,4.2079347272110445e-06,33.704217488562,1,139.06994717412846,1.3219506072526999,SLC2A3
OTULIN,row_577,4.411888732756413e-08,4.389829289092631e-06,33.562664690215314,1,139.06994717412846,1.8329367134580434,OTULIN
AFF4,row_1503,4.508381291834133e-08,4.414635585607106e-06,33.51041737707825,1,139.06994717412846,1.4615278499487203,AFF4
RALGAPA1,row_353,5.1954877361862985e-08,4.93091751454358e-06,33.16830040596288,1,139.06994717412846,1.57234849897925,RALGAPA1
FNBP4,row_396,5.277440584224319e-08,4.932807721830276e-06,33.13060140164019,1,139.06994717412846,1.3781065600416849,FNBP4
TNKS2,row_417,6.037484992825517e-08,5.558991779215017e-06,32.80689707486099,1,139.06994717412846,1.7658539609071093,TNKS2
CYP51A1,row_222,6.864422215472579e-08,6.227444212830932e-06,32.498711280719185,1,139.06994717412846,2.8879808634116033,CYP51A1
RPL4,row_495,7.199759418017316e-08,6.437002297065048e-06,32.384360665117455,1,139.06994717412846,-0.7598888387387239,RPL4
RPLP1,row_1003,7.488396688644131e-08,6.506467489048682e-06,32.29018718973011,1,139.06994717412846,-0.660369330891522,RPLP1
SLC4A7,row_1938,7.44392058356442e-08,6.506467489048682e-06,32.30445550882871,1,139.06994717412846,1.7091287225833307,SLC4A7
RBM38,row_254,8.83073247057231e-08,7.566220640411191e-06,31.895796967783717,1,139.06994717412846,1.5540685580978801,RBM38
GLS,row_3721,8.984570809555189e-08,7.592577715636433e-06,31.854546457605053,1,139.06994717412846,1.4824501418555314,GLS
ARRDC2,row_905,9.277355049852871e-08,7.734054500343563e-06,31.77798431692288,1,139.06994717412846,1.9028970025168166,ARRDC2
LEMD3,row_1093,9.641261934343296e-08,7.930259316395172e-06,31.68617537708614,1,139.06994717412846,1.8491361656421634,LEMD3
PRKCA,row_2031,9.884868471803825e-08,8.023651789810236e-06,31.626663286233402,1,139.06994717412846,2.0541839228096688,PRKCA
SRSF10,row_1102,1.0158357469166995e-07,8.04494739551409e-06,31.561601296380736,1,139.06994717412846,1.195503168821084,SRSF10
SMG1,row_545,1.0171922464744674e-07,8.04494739551409e-06,31.558420726911944,1,139.06994717412846,1.3187574510848987,SMG1
STAT3,row_762,1.0984610768773427e-07,8.577729599058641e-06,31.3753370932709,1,139.06994717412846,1.181905917038363,STAT3
WHAMM,row_122,1.1872089875865914e-07,9.154865305527102e-06,31.190503590189596,1,139.06994717412846,2.1099116885189826,WHAMM
LINC02256,row_423,1.3137847591805102e-07,1.0005849604178478e-05,30.949844432261276,1,139.06994717412846,2.122833603719568,LINC02256
RPL23A,row_149,1.351687017465194e-07,1.0052434767012793e-05,30.882351191032143,1,139.06994717412846,-0.9513516215091541,RPL23A
RBM39,row_4012,1.3850817882899779e-07,1.0052434767012793e-05,30.824459369845012,1,139.06994717412846,0.6372382565630679,RBM39
LPP,row_488,1.3638751545527145e-07,1.0052434767012793e-05,30.86105559833919,1,139.06994717412846,1.565402177771018,LPP
DIP2A,row_192,1.3746453123063327e-07,1.0052434767012793e-05,30.84239787402196,1,139.06994717412846,1.8079282605308138,DIP2A
GSDMB,row_977,1.430474269461295e-07,1.0261157870124104e-05,30.74800284076369,1,139.06994717412846,3.7544458952843973,GSDMB
DDX47,row_2781,1.4662065826380249e-07,1.0396584377349398e-05,30.689531830036145,1,139.06994717412846,3.4137934037080897,DDX47
CYTH1,row_1955,1.5453387114192562e-07,1.0833175580392491e-05,30.56503703638504,1,139.06994717412846,1.2675016583329677,CYTH1
GSK3B,row_525,1.614489014920551e-07,1.1098236336946134e-05,30.46143927487946,1,139.06994717412846,1.5461439908205137,GSK3B
YES1,row_285,1.6191299567598508e-07,1.1098236336946134e-05,30.454648732562326,1,139.06994717412846,1.6870765532997276,YES1
CENPC,row_454,1.6566911296710596e-07,1.1230909427407435e-05,30.400406889819806,1,139.06994717412846,1.508896162975052,CENPC
SIPA1,row_1780,1.9129388530430783e-07,1.2728362635166718e-05,30.060706570247955,1,139.06994717412846,1.4803584616474426,SIPA1
ARHGAP10,row_769,1.9303917124342112e-07,1.2728362635166718e-05,30.039280809327973,1,139.06994717412846,2.1706340557857593,ARHGAP10
NOCT,row_1187,1.9394814195261332e-07,1.2728362635166718e-05,30.028199784048983,1,139.06994717412846,3.005636575319856,NOCT
KRT72,row_3545,2.0253714968473155e-07,1.3152122909527462e-05,29.926025644419976,1,139.06994717412846,1.877154830080885,KRT72
LPIN1,row_2919,2.1544351901674363e-07,1.384449030014887e-05,29.780488668347473,1,139.06994717412846,1.322599725292615,LPIN1
EIF3E,row_926,2.225491461592999e-07,1.3965851320557627e-05,29.704099934049978,1,139.06994717412846,-0.9195248728948849,EIF3E
GNAS,row_1570,2.2412372843819176e-07,1.3965851320557627e-05,29.687508112564625,1,139.06994717412846,1.0790618216241599,GNAS
HES4,row_964,2.206927878262066e-07,1.3965851320557627e-05,29.723814823507162,1,139.06994717412846,3.911420028134878,HES4
YTHDC1,row_4569,2.453663419907353e-07,1.5097079921152746e-05,29.474571360859972,1,139.06994717412846,1.0954370880144622,YTHDC1
CARD11,row_239,2.471721627551349e-07,1.5097079921152746e-05,29.45734222255586,1,139.06994717412846,2.1214032567828665,CARD11
TMC8,row_1162,2.5213255717707015e-07,1.5249075933581821e-05,29.410665970839634,1,139.06994717412846,1.3231527214164953,TMC8
MYH9,row_693,2.601300064323964e-07,1.5580019511470422e-05,29.33734218073372,1,139.06994717412846,1.0992254150905802,MYH9
AGTPBP1,row_766,2.6457174027030283e-07,1.5592875416768927e-05,29.297601890009922,1,139.06994717412846,1.5009168542494118,AGTPBP1
MARK3,row_1289,2.669370759387344e-07,1.5592875416768927e-05,29.276714962892402,1,139.06994717412846,1.5744721006836948,MARK3
CAMK1D,row_395,2.679275075664624e-07,1.5592875416768927e-05,29.268024838547234,1,139.06994717412846,1.9294853058383579,CAMK1D
ASCC3,row_506,2.7986539077204516e-07,1.5986014774747654e-05,29.165776243150532,1,139.06994717412846,1.6063359114450528,ASCC3
SUCO,row_637,2.7934953899978114e-07,1.5986014774747654e-05,29.17010214166671,1,139.06994717412846,1.6872804584757133,SUCO
RPS15A,row_123,2.8295067858713227e-07,1.6013970056917606e-05,29.140071203626192,1,139.06994717412846,-0.604138922434052,RPS15A
TP53BP1,row_421,3.3851461739781977e-07,1.8984515224792273e-05,28.72036191864489,1,139.06994717412846,2.0414676826143663,TP53BP1
ATAD2B,row_502,3.711575253010577e-07,2.0627664626866893e-05,28.505338252967036,1,139.06994717412846,1.8527779755172653,ATAD2B
GARS,row_447,3.790633053133654e-07,2.0878942236412065e-05,28.456154884047738,1,139.06994717412846,1.7105444802444003,GARS
TLK1,row_814,3.838381479839916e-07,2.0954845441710126e-05,28.42695215578317,1,139.06994717412846,1.5353425742543676,TLK1
RPSA,row_368,3.959749728697122e-07,2.1427803575730303e-05,28.354354685436267,1,139.06994717412846,-0.6582637348528433,RPSA
RPL9,row_216,4.0263754223239904e-07,2.159887824375365e-05,28.315457567958838,1,139.06994717412846,-0.7986628884582524,RPL9
LMBR1,row_924,4.156996392104512e-07,2.2107336847321324e-05,28.2410621570879,1,139.06994717412846,2.170787970117034,LMBR1
ADAM10,row_335,4.3813206954465643e-07,2.3101168692487057e-05,28.11867617653099,1,139.06994717412846,1.5827685605043142,ADAM10
USP34,row_947,4.453611838191773e-07,2.328333172017377e-05,28.080589462539493,1,139.06994717412846,1.3680567103440948,USP34
FLNA,row_251,4.723332967943222e-07,2.448591687331238e-05,27.943830511363796,1,139.06994717412846,1.1166837013569215,FLNA
RPL37,row_240,4.864952760712339e-07,2.4803217835400345e-05,27.875169059518566,1,139.06994717412846,-0.6220863883477326,RPL37
RPL18A,row_5208,4.840793127573069e-07,2.4803217835400345e-05,27.886737451096685,1,139.06994717412846,-0.5284429217442842,RPL18A
PRR14L,row_499,4.931671009899903e-07,2.4937277426288934e-05,27.843523036721937,1,139.06994717412846,2.127643194972735,PRR14L
HMGCS1,row_1123,4.998082134758796e-07,2.506761682059107e-05,27.812451939481228,1,139.06994717412846,1.3902434553870378,HMGCS1
SCAF4,row_2805,5.078174426460655e-07,2.5263917771641757e-05,27.77553346603544,1,139.06994717412846,1.5392512110471879,SCAF4
NR1D2,row_679,5.138484810793067e-07,2.5359450238225943e-05,27.748122000409705,1,139.06994717412846,2.1991204915634057,NR1D2
MAP2K4,row_1401,5.252336586499483e-07,2.5715606668345484e-05,27.697255633346714,1,139.06994717412846,2.1413192176266933,MAP2K4
OSBPL3,row_1869,5.700788962995711e-07,2.7691470167496488e-05,27.507247218303164,1,139.06994717412846,2.0115081729188113,OSBPL3
DDX24,row_5799,5.913162669427329e-07,2.8498672271638434e-05,27.422505698151166,1,139.06994717412846,1.0733842535117255,DDX24
PPP1R15B,row_805,6.018669712203828e-07,2.878230500355458e-05,27.38154964120207,1,139.06994717412846,1.3474688547599825,PPP1R15B
PRKDC,row_1307,6.153304672174173e-07,2.919979732510959e-05,27.330333811552578,1,139.06994717412846,1.1955951150929176,PRKDC
NBPF19,row_1105,6.378473763123189e-07,3.0037255453974774e-05,27.24717197566086,1,139.06994717412846,1.8472881484868944,NBPF19
HSPA5,row_114,6.548860055293839e-07,3.06059982432634e-05,27.18620308112119,1,139.06994717412846,1.2686062307934547,HSPA5
MAN2A1,row_714,6.65818949251437e-07,3.0882985698737707e-05,27.147925501550674,1,139.06994717412846,1.689658566222984,MAN2A1
NPIPB5,row_468,6.821673052646894e-07,3.14051500461035e-05,27.09186378117695,1,139.06994717412846,2.186438587044056,NPIPB5
ITGAL,row_4370,7.158036709689553e-07,3.246906504564327e-05,26.980692955518446,1,139.06994717412846,1.22360259418127,ITGAL
GNPTAB,row_559,7.115135542464954e-07,3.246906504564327e-05,26.994573112971548,1,139.06994717412846,1.500077952690907,GNPTAB
RPL10A,row_738,7.943162941723775e-07,3.576742495437516e-05,26.740606479679357,1,139.06994717412846,-0.7543347537308494,RPL10A
SLC4A4,row_1340,8.456544130035288e-07,3.780320343346934e-05,26.596331085650696,1,139.06994717412846,2.5204610243183043,SLC4A4
RPS9,row_1113,8.594362635824615e-07,3.814289431683601e-05,26.559114942121532,1,139.06994717412846,-0.5009000631241397,RPS9
CNTRL,row_2521,8.692116636570275e-07,3.8301191093572875e-05,26.533083683742575,1,139.06994717412846,1.3854896036316324,CNTRL
RGPD6,row_1208,8.808206145391024e-07,3.8537463624763994e-05,26.502553672169118,1,139.06994717412846,3.3612801038144577,RGPD6
COPS9,row_5281,9.425426797716183e-07,4.0947505574021924e-05,26.34680875547734,1,139.06994717412846,-1.043983400348,COPS9
TLE4,row_1585,9.602571879188128e-07,4.1137684668549695e-05,26.30402128968568,1,139.06994717412846,1.258899515092755,TLE4
ZBTB10,row_494,9.573441067896393e-07,4.1137684668549695e-05,26.311002105529106,1,139.06994717412846,1.6620802359231845,ZBTB10
UBR5,row_2171,9.88163269382704e-07,4.2041235922909666e-05,26.238218753237263,1,139.06994717412846,1.5186995422878995,UBR5
CHD1,row_531,9.95745026221941e-07,4.2073637443583244e-05,26.220667199252258,1,139.06994717412846,1.048394405155242,CHD1
LPIN2,row_1823,1.0083976112472575e-06,4.231840043390702e-05,26.191677206763497,1,139.06994717412846,1.3173898911944961,LPIN2
ATP5MPL,row_730,1.0169196424668365e-06,4.238768428633726e-05,26.172358947325655,1,139.06994717412846,-1.327083895600721,ATP5MPL
HNRNPL,row_2736,1.036035871394336e-06,4.2894666380078254e-05,26.1296171769706,1,139.06994717412846,1.2626851751716828,HNRNPL
CERK,row_2473,1.0498862728744663e-06,4.3178322782417215e-05,26.099147199635127,1,139.06994717412846,1.6108882731670944,CERK
PPP2R2D,row_1147,1.0902247930965736e-06,4.4540375818627565e-05,26.012679988812955,1,139.06994717412846,2.1701170842202355,PPP2R2D
DGKD,row_592,1.1481717511025374e-06,4.659915481941811e-05,25.893998817556614,1,139.06994717412846,1.619345762087567,DGKD
RASAL3,row_864,1.2332791553460869e-06,4.940324096967539e-05,25.73029708237938,1,139.06994717412846,1.6455714038430191,RASAL3
ZNF266,row_3126,1.243797663429984e-06,4.9503147004513356e-05,25.710867276294355,1,139.06994717412846,1.529766605534284,ZNF266
EPC1,row_1042,1.3078849176607709e-06,5.172014139134164e-05,25.595979606704073,1,139.06994717412846,1.0305710246300792,EPC1
APBB1IP,row_2652,1.3163405181765128e-06,5.172295959637521e-05,25.581250544553757,1,139.06994717412846,1.182611572329106,APBB1IP
RPL38,row_292,1.3428425547628288e-06,5.243035266032842e-05,25.535701487104955,1,139.06994717412846,-0.9624577001432012,RPL38
ZMYM2,row_362,1.3735617466857759e-06,5.329246802078334e-05,25.484034572386904,1,139.06994717412846,1.5891592464703475,ZMYM2
RNPEPL1,row_489,1.4580651927646878e-06,5.621752608853349e-05,25.347750473014145,1,139.06994717412846,1.7756185695041413,RNPEPL1
NFKB1,row_090,1.5555309608907426e-06,5.9602922346180074e-05,25.20019978990644,1,139.06994717412846,1.793189226037842,NFKB1
PARP15,row_517,1.6038005093554515e-06,6.107311939638136e-05,25.13057153240238,1,139.06994717412846,1.906397146808428,PARP15
RBM25,row_1086,1.6561989035459604e-06,6.22993355852136e-05,25.057359645069695,1,139.06994717412846,0.8213311772497122,RBM25
TUBA1A,row_365,1.736819061283742e-06,6.45447999340928e-05,24.949193701732572,1,139.06994717412846,1.3628010127407277,TUBA1A
DENND4B,row_3318,1.7315880842725441e-06,6.45447999340928e-05,24.95605554644744,1,139.06994717412846,1.994778861459496,DENND4B
RPL31,row_065,1.8089682556676471e-06,6.606347164238466e-05,24.856637418893886,1,139.06994717412846,-1.1974047811001947,RPL31
MYO9B,row_2381,1.8098114293342533e-06,6.606347164238466e-05,24.85557809032222,1,139.06994717412846,1.706854165185432,MYO9B
EHBP1L1,row_1422,1.8020258623063062e-06,6.606347164238466e-05,24.865378690490083,1,139.06994717412846,2.368922209912152,EHBP1L1
TLN1,row_1367,1.8518054241110197e-06,6.7198750949064e-05,24.803443852524236,1,139.06994717412846,1.0340392479059604,TLN1
NPEPPS,row_272,1.8700295685386064e-06,6.746323045798049e-05,24.78119217498389,1,139.06994717412846,1.6166943380375338,NPEPPS
BTAF1,row_1268,1.9647578149316506e-06,7.046855209484508e-05,24.66897022280526,1,139.06994717412846,1.6241829275364688,BTAF1
AKAP9,row_2699,2.0753085609890486e-06,7.400334400428578e-05,24.544762393612434,1,139.06994717412846,1.0314274736518885,AKAP9
CMC1,row_080,2.1232834457613446e-06,7.527894009713641e-05,24.4929408657556,1,139.06994717412846,-1.1092789596281585,CMC1
AC093010.2,row_373,2.333193344030569e-06,8.224839851042616e-05,24.279385234933063,1,139.06994717412846,2.244555028675777,AC093010.2
PPP6R2,row_233,2.3814468543841617e-06,8.347241843577213e-05,24.233059829711305,1,139.06994717412846,1.914823239207348,PPP6R2
HIST1H2BC,row_4990,2.4001383639575594e-06,8.365228004098409e-05,24.215371223309678,1,139.06994717412846,2.3152168165434523,HIST1H2BC
KLRB1,row_135,2.645082642403431e-06,8.998991400391015e-05,23.995707496004254,1,139.06994717412846,-0.8524178308734384,KLRB1
RPL41,row_246,2.6351814541008334e-06,8.998991400391015e-05,24.00417811370497,1,139.06994717412846,-0.7843442147574106,RPL41
RPL39,row_1095,2.6279401185780677e-06,8.998991400391015e-05,24.010393707009083,1,139.06994717412846,-0.589432207084666,RPL39
NUFIP2,row_2543,2.6549139809874614e-06,8.998991400391015e-05,23.98732848533685,1,139.06994717412846,1.2910989931459727,NUFIP2
KIF21B,row_4025,2.5973441394422704e-06,8.998991400391015e-05,24.03684946174751,1,139.06994717412846,1.6588314119667336,KIF21B
RPL15,row_2015,2.7374609515182905e-06,9.228085579189254e-05,23.918195929519392,1,139.06994717412846,-0.70971842240912,RPL15
SRRM2,row_295,2.8369659928943054e-06,9.481162869786884e-05,23.837626180710437,1,139.06994717412846,1.0647317026348777,SRRM2
EP300,row_657,2.843273027898482e-06,9.481162869786884e-05,23.8326166307007,1,139.06994717412846,1.556922764209981,EP300
PCNT,row_2764,2.9454749128682266e-06,9.769158461012951e-05,23.75297877417443,1,139.06994717412846,1.7254909985709899,PCNT
GOLGB1,row_404,2.9973623434464293e-06,9.888089998246537e-05,23.713616251169583,1,139.06994717412846,1.2780616757920442,GOLGB1
NFATC2IP,row_3826,3.13468419008909e-06,0.000102860993450317,23.612696016220738,1,139.06994717412846,1.5005341514829074,NFATC2IP
SRGAP3,row_3165,3.152794056350636e-06,0.00010290786525728609,23.599723543518866,1,139.06994717412846,4.3249552256123955,SRGAP3
RNF187,row_594,3.191707842075744e-06,0.00010362971409350138,23.572103337300888,1,139.06994717412846,2.1573796848158393,RNF187
MICAL1,row_758,3.2853854134633023e-06,0.00010611278856363933,23.506993377191435,1,139.06994717412846,1.9514423265688157,MICAL1
SMPD4,row_1870,3.3731643566550885e-06,0.0001083804735219023,23.447674778089873,1,139.06994717412846,1.9045912484328784,SMPD4
MIA3,row_2306,3.4191048840647836e-06,0.00010872401046286417,23.41725237313032,1,139.06994717412846,1.3765938666890587,MIA3
AHNAK,row_342,3.4162354136947077e-06,0.00010872401046286417,23.419140364478526,1,139.06994717412846,1.435253046927962,AHNAK
PPP1R10,row_3742,3.592847679124227e-06,0.0001136629606795762,23.305841791904555,1,139.06994717412846,1.2336311418837975,PPP1R10
ERICH1,row_1182,3.654319758253146e-06,0.0001144340029881404,23.26773165486608,1,139.06994717412846,1.2520224356100744,ERICH1
SIAH2,row_355,3.6526154213184216e-06,0.0001144340029881404,23.268779455985378,1,139.06994717412846,1.9994332310303828,SIAH2
RPS29,row_061,3.7601769092273936e-06,0.00011715419875264541,23.203608059582315,1,139.06994717412846,-1.206790194333032,RPS29
CHD4,row_3011,3.890103242935452e-06,0.00011999023452834402,23.12736912241433,1,139.06994717412846,1.0912408865986365,CHD4
ATXN2L,row_1849,3.8842896842253706e-06,0.00011999023452834402,23.13072471296328,1,139.06994717412846,1.5026331405522315,ATXN2L
SUGP2,row_3083,4.004265422605757e-06,0.00012289708155251204,23.062488626864354,1,139.06994717412846,1.6518916816131723,SUGP2
ABCA7,row_5870,4.076622202520497e-06,0.00012449842756113338,23.022334075083574,1,139.06994717412846,2.1405418135130487,ABCA7
EML4,row_2213,4.123052648184868e-06,0.00012475649717433285,22.99694751033754,1,139.06994717412846,0.9456557506645861,EML4
IVNS1ABP,row_843,4.20641131662526e-06,0.00012475649717433285,22.95209121830849,1,139.06994717412846,1.1950217438186048,IVNS1ABP
TRPM7,row_1657,4.206206653515929e-06,0.00012475649717433285,22.95220023886747,1,139.06994717412846,1.5891345234966423,TRPM7
RELT,row_5957,4.180865717838294e-06,0.00012475649717433285,22.96574079529167,1,139.06994717412846,1.7790888209948197,RELT
PLEC,row_1000,4.156713610677032e-06,0.00012475649717433285,22.978724055023786,1,139.06994717412846,1.8539344481688966,PLEC
UVSSA,row_3949,4.160567346833055e-06,0.00012475649717433285,22.976647294429917,1,139.06994717412846,2.400309990188186,UVSSA
USP22,row_4613,4.252629285348181e-06,0.00012552378019766952,22.927608888303745,1,139.06994717412846,1.383267594192769,USP22
RPL37A,row_282,4.876384515673095e-06,0.0001422253310447418,22.621363837665246,1,139.06994717412846,-0.8617320225938248,RPL37A
PRRC2B,row_3474,4.933736560799926e-06,0.0001422253310447418,22.595235013379913,1,139.06994717412846,1.1824733343004936,PRRC2B
MADD,row_4234,4.911580871166266e-06,0.0001422253310447418,22.605292036761373,1,139.06994717412846,1.4589013909570987,MADD
TBC1D22A,row_1070,4.892932929710081e-06,0.0001422253310447418,22.613792643934016,1,139.06994717412846,1.6070899041303524,TBC1D22A
GRK6,row_830,5.0065697565418e-06,0.00014365362245630868,22.562495058264204,1,139.06994717412846,1.5124648877632028,GRK6
